ID,question,knowledge concept,option,answer,image_path,knowledge concept description
6657,Which animal is also adapted for climbing trees?,Adaptations,A. okapi | B. lar gibbon,lar gibbon,scienceqa_images_fixed/6657.jpg,"An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors.
The shape of an animal's feet is one example of an adaptation. Animals' feet can be adapted in different ways. For example, webbed feet might help an animal swim. Feet with thick fur might help an animal walk on cold, snowy ground."
6659,Which of these states is farthest south?,Geography,A. Oregon | B. New York | C. Wisconsin | D. New Mexico,New Mexico,scienceqa_images_fixed/6659.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6660,"During this time, thermal energy was transferred from () to ().",Thermal energy,A. each vial . . . the surroundings | B. the surroundings . . . each vial,the surroundings . . . each vial,scienceqa_images_fixed/6660.jpg,"A change in an object's temperature indicates a change in the object's thermal energy:
An increase in temperature shows that the object's thermal energy increased. So, thermal energy was transferred into the object from its surroundings.
A decrease in temperature shows that the object's thermal energy decreased. So, thermal energy was transferred out of the object to its surroundings."
6662,Identify the question that Mackenzie's experiment can best answer.,Designing experiments,A. Are eggs more likely to float in fresh water or salty water? | B. Does the amount of water in a glass affect whether eggs sink or float in the water?,Are eggs more likely to float in fresh water or salty water?,scienceqa_images_fixed/6662.jpg,"Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment.
Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured.
First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soil. So, the effect of growing plants in different soil types was tested.
Then, identify the part of the experiment that was measured. The part of the experiment that is measured may include measurements and calculations. In the experiment described above, the heights of the plants in each group were measured.
Experiments can answer questions about how the part of the experiment that is tested affects the part that is measured. So, the experiment described above can answer questions about how soil type affects plant height.
Examples of questions that this experiment can answer include:
Does soil type affect the height of daffodil plants?
Do daffodil plants in sandy soil grow taller than daffodil plants in clay soil?
Are daffodil plants grown in sandy soil shorter than daffodil plants grown in clay soil?"
6664,What is this aquatic mite's scientific name?,Scientific names,A. Litarachna degiustii | B. Litarachna lopezae,Litarachna lopezae,scienceqa_images_fixed/6664.jpg,"When a scientist identifies a new organism, he or she chooses its scientific name.
Sometimes, an organism is named after the place where it was first found. Other times, an organism is named after the scientist who first identified it. Or, the scientific name might describe the organism's physical traits.
Many of the words that make up scientific names are based on words from old languages, like Latin and classical Greek. Sometimes, English words are changed to make them sound more like Latin or Greek. The new words are then used in an organism's scientific name."
6665,"Is the following statement about our solar system true or false?
The volume of Earth is more than ten times the volume of Mercury.",Astronomy,A. true | B. false,true,scienceqa_images_fixed/6665.jpg,"A planet's volume tells you the size of the planet.
The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice.
The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation.
For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3.
To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example:
1.43 x 10^15 is larger than 1.43 x 10^12
If their exponents are equal, compare the first numbers. For example:
1.43 x 10^15 is larger than 1.25 x 10^15
To multiply a number written in scientific notation by a power of 10, write the multiple of 10 as 10 raised to an exponent. Then, add the exponents. For example:
1.43 x 10^15 · 1000
= 1.43 x 10^15 · 10^3
= 1.43 x 10^(15 + 3)
= 1.43 x 10^18"
6666,Which country is highlighted?,The Americas: geography,A. Saint Vincent and the Grenadines | B. Grenada | C. Saint Lucia | D. Barbados,Saint Vincent and the Grenadines,scienceqa_images_fixed/6666.jpg,
6670,Select the organism in the same species as the garden hyacinth.,Scientific names,A. Camellia sasanqua | B. Sarracenia purpurea | C. Hyacinthus orientalis,Hyacinthus orientalis,scienceqa_images_fixed/6670.jpg,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur."
6671,What is the capital of Washington?,State capitals,A. Santa Fe | B. Olympia | C. Helena | D. Seattle,Olympia,scienceqa_images_fixed/6671.jpg,
6674,Which of the following could Kendall's test show?,Engineering practices,A. whether producing more insulin would help the bacteria grow faster | B. whether different types of bacteria would need different nutrients to produce insulin | C. whether she added enough nutrients to help the bacteria produce 20% more insulin,whether she added enough nutrients to help the bacteria produce 20% more insulin,scienceqa_images_fixed/6674.jpg,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured.
Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves.
First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test described above, the engineer tested a prototype of a bridge in high wind.
Then, identify what the test measured. One of the criteria for the bridge was that it not move too much in high winds. The test measured how much the prototype bridge moved.
Tests can show how well one or more designs meet the criteria. The test described above can show whether the bridge would move too much in high winds."
6676,What is the capital of Washington?,State capitals,A. Juneau | B. Seattle | C. Olympia | D. Spokane,Olympia,scienceqa_images_fixed/6676.jpg,
6680,Does this passage describe the weather or the climate?,Weather and climate,A. climate | B. weather,weather,scienceqa_images_fixed/6680.jpg,"The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures."
6681,What is the capital of Louisiana?,State capitals,A. Albany | B. Baton Rouge | C. New Orleans | D. Tallahassee,Baton Rouge,scienceqa_images_fixed/6681.jpg,
6683,What is the capital of New Mexico?,State capitals,A. Olympia | B. Santa Fe | C. Provo | D. Albuquerque,Santa Fe,scienceqa_images_fixed/6683.jpg,
6684,Select the bird below.,Classification,A. tiger shark | B. poison dart frog | C. blue-footed booby | D. Mojave rattlesnake,blue-footed booby,scienceqa_images_fixed/6684.jpg,"Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals."
6685,What is the expected ratio of offspring with bush growth to offspring with climbing growth? Choose the most likely ratio.,Genes to traits,A. 2:2 | B. 0:4 | C. 4:0 | D. 3:1 | E. 1:3,2:2,scienceqa_images_fixed/6685.jpg,"Offspring phenotypes: dominant or recessive?
How do you determine an organism's phenotype for a trait? Look at the combination of alleles in the organism's genotype for the gene that affects that trait. Some alleles have types called dominant and recessive. These two types can cause different versions of the trait to appear as the organism's phenotype.
If an organism's genotype has at least one dominant allele for a gene, the organism's phenotype will be the dominant allele's version of the gene's trait.
If an organism's genotype has only recessive alleles for a gene, the organism's phenotype will be the recessive allele's version of the gene's trait.
A Punnett square shows what types of offspring a cross can produce. The expected ratio of offspring types compares how often the cross produces each type of offspring, on average. To write this ratio, count the number of boxes in the Punnett square representing each type.
For example, consider the Punnett square below.
 | F | f
F | FF | Ff
f | Ff | ff
There is 1 box with the genotype FF and 2 boxes with the genotype Ff. So, the expected ratio of offspring with the genotype FF to those with Ff is 1:2."
6686,Which of these states is farthest east?,Maps,A. New Mexico | B. Washington | C. North Dakota | D. Wyoming,North Dakota,scienceqa_images_fixed/6686.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6689,Look at the models of molecules below. Select the elementary substance.,Atoms and molecules,A. fluorine | B. cyclopropane | C. carbon tetrachloride,fluorine,scienceqa_images_fixed/6689.jpg,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element boron is B, and the atomic symbol for the chemical element chlorine is Cl.
Scientists use different types of models to represent substances whose atoms are bonded in different ways. One type of model is a ball-and-stick model. The ball-and-stick model below represents a molecule of the compound boron trichloride.
In a ball-and-stick model, the balls represent atoms, and the sticks represent bonds. Notice that the balls in the model above are not all the same color. Each color represents a different chemical element. The legend shows the color and the atomic symbol for each chemical element in the substance."
6691,Which of the following organisms is the producer in this food web?,Ecological interactions,A. bat star | B. sea cucumber | C. black rockfish | D. phytoplankton,phytoplankton,scienceqa_images_fixed/6691.jpg,"A food web is a model.
A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food.
Arrows show how matter moves.
A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating.
An organism in a food web can have more than one arrow pointing from it. This shows that the organism is eaten by more than one other organism in the food web.
An organism in a food web can also have more than one arrow pointing to it. This shows that the organism eats more than one other organism in the food web."
6692,Which of these states is farthest west?,Maps,A. Tennessee | B. Minnesota | C. New Jersey | D. Washington,Washington,scienceqa_images_fixed/6692.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6696,Which two months have the same average temperature in Portland?,Weather and climate,A. September and October | B. July and August | C. April and May,July and August,scienceqa_images_fixed/6696.jpg,"Scientists record climate data from places around the world. Temperature is one type of climate data. Scientists collect data over many years. They can use this data to calculate the average temperature for each month. The average temperature can be used to describe the climate of a location.
A line graph can be used to show the average temperature each month. Months with higher dots on the graph have higher average temperatures."
6698,Which of these states is farthest north?,Maps,A. Missouri | B. Massachusetts | C. Maine | D. Florida,Maine,scienceqa_images_fixed/6698.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6700,Which trait did Palaeocyparis have? Select the trait you can observe on the fossil.,Fossils,"A. flowers | B. short, thin leaves | C. cones","short, thin leaves",scienceqa_images_fixed/6700.jpg,"The way an organism looks or acts is called a trait. Scientists use fossils to learn more about the traits of ancient organisms.
Fossils can preserve the remains of body parts and activities. A fossil of a body part, such as a tail or a wing, can tell you what an organism looked like. A fossil of an organism's activities, such as a burrow or a footprint, can tell you about the organism's behavior.
Here are three examples of fossils and the traits that you can observe from them:
This is a fossil of an animal. This fossil tells you that the animal had a spiral-shaped shell.
This is a fossil of a plant. This fossil tells you that the plant had small leaves arranged in a branched pattern.
This is a fossil of an animal's footprint. This fossil tells you that the animal could walk on land.
An organism's fossil may not show all of the organism's traits. This is because most body parts are destroyed during fossil formation. When an organism's body turns into a fossil, only a few body parts are usually preserved."
6702,"In this food web, which organism contains matter that eventually moves to the sea cucumber?",Ecological interactions,A. sea urchin | B. black rockfish | C. kelp bass,sea urchin,scienceqa_images_fixed/6702.jpg,"A food web is a model.
A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food.
Arrows show how matter moves.
A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating.
An organism in a food web can have more than one arrow pointing from it. This shows that the organism is eaten by more than one other organism in the food web.
An organism in a food web can also have more than one arrow pointing to it. This shows that the organism eats more than one other organism in the food web."
6703,Which of these cities is marked on the map?,Cities,"A. Boston | B. Houston | C. Washington, D.C. | D. St. Louis",Houston,scienceqa_images_fixed/6703.jpg,
6706,Which of the following could Jordan's test show?,Engineering practices,A. how steady a parachute with a 1 m vent was at 200 km per hour | B. whether a parachute with a 1 m vent would swing too much at 400 km per hour | C. if the spacecraft was damaged when using a parachute with a 1 m vent going 200 km per hour,how steady a parachute with a 1 m vent was at 200 km per hour,scienceqa_images_fixed/6706.jpg,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured.
Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves.
First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test described above, the engineer tested a prototype of a bridge in high wind.
Then, identify what the test measured. One of the criteria for the bridge was that it not move too much in high winds. The test measured how much the prototype bridge moved.
Tests can show how well one or more designs meet the criteria. The test described above can show whether the bridge would move too much in high winds."
6708,Which solution has a higher concentration of blue particles?,Solutions,A. Solution B | B. Solution A | C. neither; their concentrations are the same,Solution B,scienceqa_images_fixed/6708.jpg,"A solution is made up of two or more substances that are completely mixed. In a solution, solute particles are mixed into a solvent. The solute cannot be separated from the solvent by a filter. For example, if you stir a spoonful of salt into a cup of water, the salt will mix into the water to make a saltwater solution. In this case, the salt is the solute. The water is the solvent.
The concentration of a solute in a solution is a measure of the ratio of solute to solvent. Concentration can be described in terms of particles of solute per volume of solvent.
concentration = particles of solute / volume of solvent"
6713,What is the capital of Iowa?,State capitals,A. Lincoln | B. Annapolis | C. Cambridge | D. Des Moines,Des Moines,scienceqa_images_fixed/6713.jpg,
6714,Which animal's feet are also adapted for grabbing prey?,Adaptations,A. red-tailed hawk | B. pronghorn,red-tailed hawk,scienceqa_images_fixed/6714.jpg,"An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors.
The shape of an animal's feet is one example of an adaptation. Animals' feet can be adapted in different ways. For example, webbed feet might help an animal swim. Feet with thick fur might help an animal walk on cold, snowy ground."
6716,What is the capital of Wyoming?,State capitals,A. Hilo | B. Juneau | C. Phoenix | D. Cheyenne,Cheyenne,scienceqa_images_fixed/6716.jpg,
6718,What is the capital of California?,State capitals,A. San Francisco | B. Knoxville | C. Sacramento | D. Salt Lake City,Sacramento,scienceqa_images_fixed/6718.jpg,
6721,Which of these states is farthest west?,Geography,A. New Hampshire | B. Michigan | C. North Dakota | D. Louisiana,North Dakota,scienceqa_images_fixed/6721.jpg,
6722,Which continent is highlighted?,Physical Geography,A. Africa | B. North America | C. South America | D. Antarctica,Antarctica,scienceqa_images_fixed/6722.jpg,A continent is one of the major land masses on the earth. Most people say there are seven continents.
6724,Which trait does this leaf-cutter ant have?,Animals,A. The outside of its body is soft. | B. It can carry a piece of a leaf. | C. It eats leaves.,It can carry a piece of a leaf.,scienceqa_images_fixed/6724.jpg,
6726,Which trait did Neuropteris have? Select the trait you can observe on the fossil.,Fossils,A. fruit | B. leaves arranged in rows | C. red flowers,leaves arranged in rows,scienceqa_images_fixed/6726.jpg,"The way an organism looks or acts is called a trait. Scientists use fossils to learn more about the traits of ancient organisms.
Fossils can preserve the remains of body parts and activities. A fossil of a body part, such as a tail or a wing, can tell you what an organism looked like. A fossil of an organism's activities, such as a burrow or a footprint, can tell you about the organism's behavior.
Here are three examples of fossils and the traits that you can observe from them:
This is a fossil of an animal. This fossil tells you that the animal had a spiral-shaped shell.
This is a fossil of a plant. This fossil tells you that the plant had small leaves arranged in a branched pattern.
This is a fossil of an animal's footprint. This fossil tells you that the animal could walk on land.
An organism's fossil may not show all of the organism's traits. This is because most body parts are destroyed during fossil formation. When an organism's body turns into a fossil, only a few body parts are usually preserved."
6731,What is the capital of New York?,State capitals,A. Albany | B. Louisville | C. New York City | D. Buffalo,Albany,scienceqa_images_fixed/6731.jpg,
6732,Which two months have the same average temperature in Portland?,Weather and climate,A. November and December | B. July and August | C. April and May,July and August,scienceqa_images_fixed/6732.jpg,
6734,Will these magnets attract or repel each other?,Magnets,A. attract | B. repel,attract,scienceqa_images_fixed/6734.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
Whether a magnet attracts or repels other magnets depends on the positions of its poles, or ends. Every magnet has two poles, called north and south.
Here are some examples of magnets. The north pole of each magnet is marked N, and the south pole is marked S.
If different poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
6744,What is the capital of Washington?,State capitals,A. Nashville | B. Richmond | C. Frankfort | D. Olympia,Olympia,scienceqa_images_fixed/6744.jpg,
6746,Which of these states is farthest west?,Maps,A. Connecticut | B. Delaware | C. Virginia | D. Kansas,Kansas,scienceqa_images_fixed/6746.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6747,Will these magnets attract or repel each other?,Magnets,A. repel | B. attract,attract,scienceqa_images_fixed/6747.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
Whether a magnet attracts or repels other magnets depends on the positions of its poles, or ends. Every magnet has two poles: north and south.
Here are some examples of magnets. The north pole of each magnet is labeled N, and the south pole is labeled S.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
6751,What is the probability that a rat produced by this cross will have dumbo ears?,Genes to traits,A. 3/4 | B. 2/4 | C. 4/4 | D. 0/4 | E. 1/4,0/4,scienceqa_images_fixed/6751.jpg,"Offspring phenotypes: dominant or recessive?
How do you determine an organism's phenotype for a trait? Look at the combination of alleles in the organism's genotype for the gene that affects that trait. Some alleles have types called dominant and recessive. These two types can cause different versions of the trait to appear as the organism's phenotype.
If an organism's genotype has at least one dominant allele for a gene, the organism's phenotype will be the dominant allele's version of the gene's trait.
If an organism's genotype has only recessive alleles for a gene, the organism's phenotype will be the recessive allele's version of the gene's trait.
In a Punnett square, each box represents a different outcome, or result. Each of the four outcomes is equally likely to happen. Each box represents one way the parents' alleles can combine to form an offspring's genotype. Because there are four boxes in the Punnett square, there are four possible outcomes.
An event is a set of one or more outcomes. The probability of an event is a measure of how likely the event is to happen. This probability is a number between 0 and 1, and it can be written as a fraction:
probability of an event = number of ways the event can happen / number of equally likely outcomes
You can use a Punnett square to calculate the probability that a cross will produce certain offspring. For example, the Punnett square below has two boxes with the genotype Ff. It has one box with the genotype FF and one box with the genotype ff. This means there are two ways the parents' alleles can combine to form Ff. There is one way they can combine to form FF and one way they can combine to form ff.
 | F | f
F | FF | Ff
f | Ff | ff
Consider an event in which this cross produces an offspring with the genotype ff. The probability of this event is given by the following fraction:
number of ways the event can happen / number of equally likely outcomes = number of boxes with the genotype ff / total number of boxes = 1 / 4."
6752,Which of the following organisms is the secondary consumer in this food web?,Ecosystems,A. water flea | B. green algae | C. copepod,copepod,scienceqa_images_fixed/6752.jpg,"A food web is a model.
A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food.
Arrows show how matter moves.
A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating.
An organism in a food web can have more than one arrow pointing from it. This shows that the organism is eaten by more than one other organism in the food web.
An organism in a food web can also have more than one arrow pointing to it. This shows that the organism eats more than one other organism in the food web."
6753,Will these magnets attract or repel each other?,Magnets,A. repel | B. attract,attract,scienceqa_images_fixed/6753.jpg,"Magnets can pull or push on other magnets without touching them. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes are called magnetic forces.
Magnetic forces are strongest at the magnets' poles, or ends. Every magnet has two poles: a north pole (N) and a south pole (S).
Here are some examples of magnets. Their poles are shown in different colors and labeled.
Whether a magnet attracts or repels other magnets depends on the positions of its poles.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
6755,Which of these states is farthest west?,Geography,A. Missouri | B. South Carolina | C. Rhode Island | D. Texas,Texas,scienceqa_images_fixed/6755.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
6757,Which country is highlighted?,Oceania: geography,A. Kiribati | B. Vanuatu | C. the Marshall Islands | D. Nauru,Nauru,scienceqa_images_fixed/6757.jpg,
6758,What type of rock is diorite?,Rocks and minerals,A. metamorphic | B. igneous | C. sedimentary,igneous,scienceqa_images_fixed/6758.jpg,"Igneous rock is formed when melted rock cools and hardens into solid rock. This type of change can occur at Earth's surface or below it.
Sedimentary rock is formed when layers of sediment are pressed together, or compacted, to make rock. This type of change occurs below Earth's surface.
Metamorphic rock is formed when a rock is changed by very high temperature and pressure. This type of change often occurs deep below Earth's surface. Over time, the old rock becomes a new rock with different properties."
6759,Which country is highlighted?,Oceania: geography,A. New Zealand | B. Tuvalu | C. Australia | D. Papua New Guinea,New Zealand,scienceqa_images_fixed/6759.jpg,
6760,"Based on the continuum scale, which character is nicer?",Visual elements,A. Cinderella | B. Goldilocks,Cinderella,scienceqa_images_fixed/6760.jpg,"A graphic organizer is a chart or picture that shows how ideas, facts, or topics are related to one another.
When you read, look for graphic organizers included in the text. You can use these images to find key information. You can also create your own graphic organizers with information that you've read. Doing this can help you think about the ideas in the text and easily review them.
When you write, you can use graphic organizers to organize your thoughts and plan your writing."
6761,What is the capital of Pennsylvania?,State capitals,A. Cambridge | B. Harrisburg | C. Hartford | D. Atlanta,Harrisburg,scienceqa_images_fixed/6761.jpg,
6762,What is the capital of Vermont?,State capitals,A. Montpelier | B. Burlington | C. Santa Fe | D. Jackson,Montpelier,scienceqa_images_fixed/6762.jpg,
6763,Which property do these three objects have in common?,Materials,A. hard | B. bouncy | C. stretchy,hard,scienceqa_images_fixed/6763.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups."
6764,Which trait did Asterotrygon have? Select the trait you can observe on the fossil.,Fossils,"A. a wide tail fin | B. spots on its skin | C. a long, thin tail | D. four legs","a long, thin tail",scienceqa_images_fixed/6764.jpg,"The way an organism looks or acts is called a trait. Scientists use fossils to learn more about the traits of ancient organisms.
Fossils can preserve the remains of body parts and activities. A fossil of a body part, such as a tail or a wing, can tell you what an organism looked like. A fossil of an organism's activities, such as a burrow or a footprint, can tell you about the organism's behavior.
Here are three examples of fossils and the traits that you can observe from them:
This is a fossil of an animal. This fossil tells you that the animal had a spiral-shaped shell.
This is a fossil of a plant. This fossil tells you that the plant had small leaves arranged in a branched pattern.
This is a fossil of an animal's footprint. This fossil tells you that the animal could walk on land.
An organism's fossil may not show all of the organism's traits. This is because most body parts are destroyed during fossil formation. When an organism's body turns into a fossil, only a few body parts are usually preserved."
6768,Which i in column 1?,Geography,A. the library | B. the restaurant | C. the grocery store | D. the park,the restaurant,scienceqa_images_fixed/6768.jpg,"A grid is made up of lines of squares. They are organized in rows and columns. A grid can help you use a map.
A row is a line of squares that goes from side to side. Rows are marked with letters.
A column is a line of squares that goes up and down. Columns are marked with numbers."
6769,Which country is highlighted?,Oceania: geography,A. New Zealand | B. Tuvalu | C. Fiji | D. Tonga,Tuvalu,scienceqa_images_fixed/6769.jpg,
6771,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"Velocity, acceleration, and forces",A. The magnitude of the magnetic force is smaller in Pair 2. | B. The magnitude of the magnetic force is smaller in Pair 1. | C. The magnitude of the magnetic force is the same in both pairs.,The magnitude of the magnetic force is smaller in Pair 2.,scienceqa_images_fixed/6771.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller."
6772,Will these magnets attract or repel each other?,Magnets,A. attract | B. repel,repel,scienceqa_images_fixed/6772.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
Whether a magnet attracts or repels other magnets depends on the positions of its poles, or ends. Every magnet has two poles: north and south.
Here are some examples of magnets. The north pole of each magnet is labeled N, and the south pole is labeled S.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
6775,Which statement is supported by these pictures?,Fossils,"A. The Japanese sea lily has feather-like arms, and so did Hapalocrinus. | B. The Japanese sea lily has a long stem, but Hapalocrinus did not.","The Japanese sea lily has feather-like arms, and so did Hapalocrinus.",scienceqa_images_fixed/6775.jpg,"Fossils are the remains of organisms that lived long ago. Scientists look at fossils to learn about the traits of ancient organisms. Often, scientists compare fossils to modern organisms.
Some ancient organisms had many traits in common with modern organisms. Other ancient organisms were very different from any organisms alive today. The similarities and differences provide clues about how ancient organisms moved, what they ate, and what type of environment they lived in.
Be careful when observing a fossil's traits!
As an organism turns into a fossil, many parts of its body break down. Soft parts, such as skin, often break down quickly. Hard parts, such as bone, are usually preserved. So, a fossil does not show all of an organism's traits."
6777,What is the capital of South Carolina?,State capitals,A. Columbia | B. Frankfort | C. Huntington | D. Charleston,Columbia,scienceqa_images_fixed/6777.jpg,
6778,Which property do these two objects have in common?,Materials,A. yellow | B. breakable,breakable,scienceqa_images_fixed/6778.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells.
Different objects can have the same properties. You can use these properties to put objects into groups."
6781,Which of the following fossils is older? Select the more likely answer.,Fossils,A. dinosaur footprint | B. palm leaf,dinosaur footprint,scienceqa_images_fixed/6781.jpg,"A fossil is the preserved evidence of an ancient organism. Some fossils are formed from body parts such as bones or shells. Other fossils, such as footprints or burrows, are formed from traces of an organism's activities.
Fossils are typically found in sedimentary rocks. Sedimentary rocks usually form in layers. Over time, new layers are added on top of old layers in a series called a rock sequence. The layers in an undisturbed rock sequence are in the same order as when they formed. So, the deeper layers are older than the shallower layers.
The relative ages of fossils can be determined from their positions in an undisturbed rock sequence. Older fossils are usually in deeper layers, and younger fossils are usually in shallower layers."
