ID,split,knowledge concept,question,option,answer,image_path,key,question number,knowledge concept description
2steps_36,testmini,Finding Positions Based on Ordered Pairs,"In the diagram, the point (2, 2) corresponds to which point in the figure?",A. Point C; B. Point B; C. Point D; D. Cannot be determined; E. No correct answer,B,extracted_images/36-1.png,2steps_1,36,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_36,testmini,"Southeast, Southwest, Northeast, Northwest Directions","As shown in the diagram, B's seat is in the ( ) direction from A.",A. 45° east by north; B. 45° east by south; C. 45° west by south; D. 45° west by north; E. No correct answer,B,extracted_images/36-2.png,2steps_2,396,"Southeast, Southwest, Northeast, Northwest Directions:
1.Northeast lies 45 degrees north of due east, southeast lies 45 degrees south of due east, northwest lies 45 degrees west of due north, and southwest lies 45 degrees west of due south."
2steps_36,testmini,"Finding Positions Based on Ordered Pairs;Southeast, Southwest, Northeast, Northwest Directions","In the diagram, the position of point (2, 2) is in which direction from point A?",A. 45° east by north; B. 45° east by south; C. 45° west by south; D. 45° west by north; E. No correct answer,B,extracted_images/36-multi.png,2steps_multi,756,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Southeast, Southwest, Northeast, Northwest Directions:
1.Northeast lies 45 degrees north of due east, southeast lies 45 degrees south of due east, northwest lies 45 degrees west of due north, and southwest lies 45 degrees west of due south."
2steps_37,testmini,Finding Positions Based on Ordered Pairs,"In the diagram, the point represented by the coordinate pair (2, 1) is ()",A. Point P; B. Point G; C. Point O; D. Point F; E. No correct answer,C,extracted_images/37-1.png,2steps_1,37,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_37,testmini,Rotation,"As shown in the figure, by rotating triangle A around point O ( ), triangle B can be obtained.",A. Rotate clockwise by 90°; B. Rotate counterclockwise by 90°; C. Rotate counterclockwise by 180°; D. No correct answer,A,extracted_images/37-2.png,2steps_2,397,"Rotation:
1. The rotation of a figure involves the movement of every point on the figure in the plane around a fixed point by a fixed angle. It can be described by three elements: the center of rotation, the direction of rotation, and the angle of rotation.
2. The distances from corresponding points to the center of rotation are equal.
3. The angle between the line segment connecting corresponding points and the center of rotation equals the angle of rotation.
4. The figures before and after rotation are congruent, meaning their size and shape remain unchanged.
5. The center of rotation is the unique fixed point."
2steps_37,testmini,Finding Positions Based on Ordered Pairs;Rotation,"As shown in the diagram, triangle A is rotated around the point with coordinates (2, 1) to obtain triangle B. How is triangle A rotated?",A. Clockwise by 90°; B. Counterclockwise by 90°; C. Counterclockwise by 180°; D. No correct answer,A,extracted_images/37-multi.png,2steps_multi,757,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Rotation:
1. The rotation of a figure involves the movement of every point on the figure in the plane around a fixed point by a fixed angle. It can be described by three elements: the center of rotation, the direction of rotation, and the angle of rotation.
2. The distances from corresponding points to the center of rotation are equal.
3. The angle between the line segment connecting corresponding points and the center of rotation equals the angle of rotation.
4. The figures before and after rotation are congruent, meaning their size and shape remain unchanged.
5. The center of rotation is the unique fixed point."
2steps_38,testmini,Finding Positions Based on Ordered Pairs,"As shown in the diagram, an elephant is located at (4,3), which corresponds to which point in the diagram?",A. Uncertain; B. B; C. C; D. D; E. No correct answer,C,extracted_images/38-1.png,2steps_1,38,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_38,testmini,"Cardinal Directions (East, South, West, North)","As shown in the diagram, an elephant is located at (4,3), corresponding to point C on the map. Point C is on which side of point A?",A. East; B. South; C. West; D. North; E. No correct answer,A,extracted_images/38-2.png,2steps_2,398,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_38,testmini,"Finding Positions Based on Ordered Pairs;Cardinal Directions (East, South, West, North)","As shown in the diagram, an elephant is located at (4,3), which side of point A is this point on?",A. East; B. South; C. West; D. North; E. No correct answer,A,extracted_images/38-multi.png,2steps_multi,758,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_39,testmini,Finding Positions Based on Ordered Pairs,"As shown in the diagram, the point with coordinates (1, 1) is point ()",A. A; B. B; C. C; D. No correct answer,A,extracted_images/39-1.png,2steps_1,39,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_39,testmini,Understanding and Representing Angles,"As shown in the diagram, is point A the vertex of the angle? ()",A. Yes; B. No; C. Cannot be determined; D. No correct answer,A,extracted_images/39-2.png,2steps_2,399,"Understanding and Representing Angles:
1. Understanding angles from a static perspective: An angle is a figure formed by two rays originating from a single point.
2. Understanding angles from a dynamic perspective: When a ray rotates around its vertex to another position, the figure formed by these two rays is called an angle. Two rays with a common endpoint form an angle, this common endpoint is called the vertex of the angle, and the two rays are called the sides of the angle.
3. Since rays extend infinitely in one direction, the length of the sides of an angle is irrelevant to the size of the angle.
4. The size of an angle can be measured and compared.
5. Straight angle: A 180° angle. When the two sides of an angle are on the same line, the angle formed is called a straight angle. Specifically, when the ray OA rotates around point O, and the terminal side is on the extension line of the initial side OA in the opposite direction, it forms a straight angle.
6. Right angle: A 90° angle. When the ray OA rotates around point O, and the terminal side is perpendicular to the initial side, it forms a right angle. Half of a straight angle is called a right angle.
7. Acute angle: An angle greater than 0° and less than 90°. An angle smaller than a right angle is called an acute angle.
8. Obtuse angle: An angle greater than 90° and less than 180°. An angle greater than a right angle and less than a straight angle is called an obtuse angle.
9. Full angle: A 360° angle. When the ray OA rotates around point O, and the terminal side coincides with the initial side, it forms a full angle."
2steps_39,testmini,Finding Positions Based on Ordered Pairs;Understanding and Representing Angles,"As shown in the diagram, is the point with coordinates (1, 1) the vertex of the angle? ()",A. Yes; B. No; C. Cannot be determined; D. No correct answer,A,extracted_images/39-multi.png,2steps_multi,759,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Understanding and Representing Angles:
1. Understanding angles from a static perspective: An angle is a figure formed by two rays originating from a single point.
2. Understanding angles from a dynamic perspective: When a ray rotates around its vertex to another position, the figure formed by these two rays is called an angle. Two rays with a common endpoint form an angle, this common endpoint is called the vertex of the angle, and the two rays are called the sides of the angle.
3. Since rays extend infinitely in one direction, the length of the sides of an angle is irrelevant to the size of the angle.
4. The size of an angle can be measured and compared.
5. Straight angle: A 180° angle. When the two sides of an angle are on the same line, the angle formed is called a straight angle. Specifically, when the ray OA rotates around point O, and the terminal side is on the extension line of the initial side OA in the opposite direction, it forms a straight angle.
6. Right angle: A 90° angle. When the ray OA rotates around point O, and the terminal side is perpendicular to the initial side, it forms a right angle. Half of a straight angle is called a right angle.
7. Acute angle: An angle greater than 0° and less than 90°. An angle smaller than a right angle is called an acute angle.
8. Obtuse angle: An angle greater than 90° and less than 180°. An angle greater than a right angle and less than a straight angle is called an obtuse angle.
9. Full angle: A 360° angle. When the ray OA rotates around point O, and the terminal side coincides with the initial side, it forms a full angle."
2steps_40,testmini,Finding Positions Based on Ordered Pairs,"As shown in the diagram, the point represented by the ordered pair (1, 1) is ()",A. Point A; B. Point B; C. Point C; D. Point D; E. No correct answer,A,extracted_images/40-1.png,2steps_1,40,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_40,testmini,"Understanding Line Segments, Lines, and Rays","As shown in the diagram, the line segment passing through point A is ( )",A. ①; B. ②; C. ③; D. Cannot be determined; E. No correct answer,A,extracted_images/40-2.png,2steps_2,400,"Understanding Line Segments, Lines, and Rays:
1. A line has no endpoints and can extend infinitely in both directions.
2. A ray has one endpoint and can extend infinitely in one direction.
3. A line segment has two endpoints, a fixed length, and can be measured.
4. Among all the lines connecting two points, the line segment is the shortest."
2steps_40,testmini,"Finding Positions Based on Ordered Pairs;Understanding Line Segments, Lines, and Rays","As shown in the diagram, the line segment that passes through (1, 1) is ( )",A. ①; B. ②; C. ③; D. Cannot be determined; E. No correct answer,A,extracted_images/40-multi.png,2steps_multi,760,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Understanding Line Segments, Lines, and Rays:
1. A line has no endpoints and can extend infinitely in both directions.
2. A ray has one endpoint and can extend infinitely in one direction.
3. A line segment has two endpoints, a fixed length, and can be measured.
4. Among all the lines connecting two points, the line segment is the shortest."
2steps_41,testmini,Finding Positions Based on Ordered Pairs,"As shown in the diagram, the line segment passing through (0,3) is ()",A. Indeterminate; B. ①②; C. ③; D. ④; E. No correct answer,B,extracted_images/41-1.png,2steps_1,41,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_41,testmini,perpendicularity,"As shown in the diagram, which line segment among ①② is perpendicular to line l? ()",A. ①; B. ②; C. ③; D. ④; E. No correct answer,B,extracted_images/41-2.png,2steps_2,401,"perpendicularity:
1. Perpendicular lines intersect at right angles, and their intersection point is called the foot of the perpendicular. If a point on one line intersects another line forming a right angle, then this line is perpendicular to the other line.
2. A line is perpendicular to another line if the angle between them is 90 degrees. Similarly, a line is perpendicular to a plane if it forms a 90-degree angle with any line lying in that plane.
3. The perpendicular segment from a point to a line is the shortest distance from the point to the line.
4. From a given point on a line and a point not on the line, only one perpendicular line can be drawn to the given line."
2steps_41,testmini,Finding Positions Based on Ordered Pairs;perpendicularity,"As shown in the diagram, the line segment that passes through point (0,3) and is perpendicular to line l is ( )",A. ①; B. ②; C. ③; D. ④; E. No correct answer,B,extracted_images/41-multi.png,2steps_multi,761,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
perpendicularity:
1. Perpendicular lines intersect at right angles, and their intersection point is called the foot of the perpendicular. If a point on one line intersects another line forming a right angle, then this line is perpendicular to the other line.
2. A line is perpendicular to another line if the angle between them is 90 degrees. Similarly, a line is perpendicular to a plane if it forms a 90-degree angle with any line lying in that plane.
3. The perpendicular segment from a point to a line is the shortest distance from the point to the line.
4. From a given point on a line and a point not on the line, only one perpendicular line can be drawn to the given line."
2steps_42,testmini,Finding Positions Based on Ordered Pairs,"As shown in the diagram, the lines or line segments passing through point (3,3) include which of the following?",A. ④⑤; B. ①②⑤; C. ①②③; D. ①②④; E. No correct answer,A,extracted_images/42-1.png,2steps_1,42,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair."
2steps_42,testmini,"Understanding Line Segments, Lines, and Rays","As shown in the diagram, which of the lines ④ or ⑤ passing through the point (3, 3) is a straight line? ()",A. ⑤; B. ④; C. Cannot be determined; D. No correct answer,A,extracted_images/42-2.png,2steps_2,402,"Understanding Line Segments, Lines, and Rays:
1. A line has no endpoints and can extend infinitely in both directions.
2. A ray has one endpoint and can extend infinitely in one direction.
3. A line segment has two endpoints, a fixed length, and can be measured.
4. Among all the lines connecting two points, the line segment is the shortest."
2steps_42,testmini,"Finding Positions Based on Ordered Pairs;Understanding Line Segments, Lines, and Rays","As shown in the diagram, the line passing through (3,3) is ( )",A. ⑤; B. ①; C. ③; D. ④; E. No correct answer,A,extracted_images/42-multi.png,2steps_multi,762,"Finding Positions Based on Ordered Pairs:
1. Representation of an Ordered Pair: An ordered pair consists of two numbers, with the first number representing the position on the horizontal axis (column) and the second number representing the position on the vertical axis (row). For example, the ordered pair (2, 4) represents the position in column 2, row 4.
2. Method of Determining Position: To find a position based on an ordered pair, first identify a reference point on the plane. Then move horizontally according to the first number in the ordered pair, and move vertically according to the second number. The final position reached is the point represented by the ordered pair.
Understanding Line Segments, Lines, and Rays:
1. A line has no endpoints and can extend infinitely in both directions.
2. A ray has one endpoint and can extend infinitely in one direction.
3. A line segment has two endpoints, a fixed length, and can be measured.
4. Among all the lines connecting two points, the line segment is the shortest."
2steps_43,testmini,"Determining the Positions of Objects Based on Direction, Angle, and Distance","As shown in the diagram, B is located 40° north by east of A, and C is located 60° south by east of B. What are the measures of ∠2 and ∠3?","A. 40°, 90°; B. 40°, 60°; C. 40°, 50°; D. 40°, 50°; E. No correct answer",B,extracted_images/43-1.png,2steps_1,43,"Determining the Positions of Objects Based on Direction, Angle, and Distance:
1. Determining Direction: Common basic directions include east, west, south, and north, as well as intermediate directions such as southeast, southwest, northeast, and northwest. In mathematics, ""up"" usually represents north, ""down"" represents south, ""left"" represents west, and ""right"" represents east to indicate directions.
2. Determining Angle: Angles are used to describe the relative position between objects or the deviation of an object from a standard direction. For example, ""30 degrees west of north"" describes a direction that is 30 degrees to the left of the north direction.
3. Determining Distance: Distance refers to the straight-line length from one point to another. When describing a position, it is necessary to specify the distance along a certain direction from a reference point.
4. Describing Position: To describe the position of an object, first determine a reference point, then describe the direction, angle, and distance from the reference point to the object based on its actual location. For example, ""The hospital is located 100 meters in the direction 30 degrees west of north from the library."""
2steps_43,testmini,Calculation and Comparison of Angles,"As shown in the diagram, B is located 40° north by east of A, and C is located 60° south by east of B. What is the measure of ∠1 in the diagram?",A. 120°; B. 110°; C. 100°; D. 95°; E. No correct answer,C,extracted_images/43-2.png,2steps_2,403,"Calculation and Comparison of Angles:
1. Sum and difference of angles: Adding multiple angles gives the total angle, and subtracting gives the difference angle.
2. The size of an angle is not related to the length of its two sides, but only to the size of the angle's opening.
3. Comparison of angles: The size of angles can be compared directly by their degrees. Straight angle > obtuse angle > right angle > acute angle."
2steps_43,testmini,"Determining the Positions of Objects Based on Direction, Angle, and Distance;Calculation and Comparison of Angles","As shown in the diagram, B is located 40° north by east of A, and C is located 60° south by east of B. What is the measure of ∠1 in the diagram?",A. 120°; B. 110°; C. 100°; D. 95°; E. No correct answer,C,extracted_images/43-multi.png,2steps_multi,763,"Determining the Positions of Objects Based on Direction, Angle, and Distance:
1. Determining Direction: Common basic directions include east, west, south, and north, as well as intermediate directions such as southeast, southwest, northeast, and northwest. In mathematics, ""up"" usually represents north, ""down"" represents south, ""left"" represents west, and ""right"" represents east to indicate directions.
2. Determining Angle: Angles are used to describe the relative position between objects or the deviation of an object from a standard direction. For example, ""30 degrees west of north"" describes a direction that is 30 degrees to the left of the north direction.
3. Determining Distance: Distance refers to the straight-line length from one point to another. When describing a position, it is necessary to specify the distance along a certain direction from a reference point.
4. Describing Position: To describe the position of an object, first determine a reference point, then describe the direction, angle, and distance from the reference point to the object based on its actual location. For example, ""The hospital is located 100 meters in the direction 30 degrees west of north from the library.""
Calculation and Comparison of Angles:
1. Sum and difference of angles: Adding multiple angles gives the total angle, and subtracting gives the difference angle.
2. The size of an angle is not related to the length of its two sides, but only to the size of the angle's opening.
3. Comparison of angles: The size of angles can be compared directly by their degrees. Straight angle > obtuse angle > right angle > acute angle."
2steps_44,testmini,"Cardinal Directions (East, South, West, North)","From the diagram, the bookstore is in the (    ) direction from the school.",A. east by north; B. north by west; C. west by south; D. north; E. No correct answer,A,extracted_images/44-1.png,2steps_1,44,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_44,testmini,"Determining the Positions of Objects Based on Direction, Angle, and Distance","From the diagram, it can be seen that the bookstore is located in the east by north (    ) direction from the school.",A. 25°; B. 65°; C. 45°; D. No correct answer,A,extracted_images/44-2.png,2steps_2,404,"Determining the Positions of Objects Based on Direction, Angle, and Distance:
1. Determining Direction: Common basic directions include east, west, south, and north, as well as intermediate directions such as southeast, southwest, northeast, and northwest. In mathematics, ""up"" usually represents north, ""down"" represents south, ""left"" represents west, and ""right"" represents east to indicate directions.
2. Determining Angle: Angles are used to describe the relative position between objects or the deviation of an object from a standard direction. For example, ""30 degrees west of north"" describes a direction that is 30 degrees to the left of the north direction.
3. Determining Distance: Distance refers to the straight-line length from one point to another. When describing a position, it is necessary to specify the distance along a certain direction from a reference point.
4. Describing Position: To describe the position of an object, first determine a reference point, then describe the direction, angle, and distance from the reference point to the object based on its actual location. For example, ""The hospital is located 100 meters in the direction 30 degrees west of north from the library."""
2steps_44,testmini,"Cardinal Directions (East, South, West, North);Determining the Positions of Objects Based on Direction, Angle, and Distance","From the diagram, the bookstore is in which direction from the school?",A. 25° north by east; B. 25° east by north; C. 65° south by west; D. 65° west by south; E. No correct answer,B,extracted_images/44-multi.png,2steps_multi,764,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction.
Determining the Positions of Objects Based on Direction, Angle, and Distance:
1. Determining Direction: Common basic directions include east, west, south, and north, as well as intermediate directions such as southeast, southwest, northeast, and northwest. In mathematics, ""up"" usually represents north, ""down"" represents south, ""left"" represents west, and ""right"" represents east to indicate directions.
2. Determining Angle: Angles are used to describe the relative position between objects or the deviation of an object from a standard direction. For example, ""30 degrees west of north"" describes a direction that is 30 degrees to the left of the north direction.
3. Determining Distance: Distance refers to the straight-line length from one point to another. When describing a position, it is necessary to specify the distance along a certain direction from a reference point.
4. Describing Position: To describe the position of an object, first determine a reference point, then describe the direction, angle, and distance from the reference point to the object based on its actual location. For example, ""The hospital is located 100 meters in the direction 30 degrees west of north from the library."""
2steps_45,testmini,"Cardinal Directions (East, South, West, North)","As shown in the diagram, A is directly south of B, and C is directly west of A. What is the measure of ∠BAC?",A. 30°; B. 60°; C. 75°; D. 90°; E. No correct answer,D,extracted_images/45-1.png,2steps_1,45,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_45,testmini,Area of Sectors,"As shown in the diagram, A is directly south of B, and C is directly west of A. The distances between AB and BC are the same as shown in the diagram. ∠BAC = 90°. The area of the sector is ( ).",A. 25π; B. 100π; C. 50π; D. No correct answer,A,extracted_images/45-2.png,2steps_2,405,"Area of Sectors:
1. Since the area of a sector with a central angle of 360° is the area of the circle, S = πr², the area of a sector with a central angle of n° is: S = nπr² ÷ 360.
2. There is another formula for the area of a sector: S = 1/2 lr, where l is the arc length and r is the radius. The arc length l = nπr ÷ 180
3. Generally, π is taken as 3.14."
2steps_45,testmini,"Cardinal Directions (East, South, West, North);Area of Sectors","As shown in the diagram, A is directly south of B, and C is directly west of A. The distances between AB and BC are the same as shown in the diagram. What is the area of the sector shown in the diagram?",A. 25π; B. 100π; C. 50π; D. No correct answer,A,extracted_images/45-multi.png,2steps_multi,765,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction.
Area of Sectors:
1. Since the area of a sector with a central angle of 360° is the area of the circle, S = πr², the area of a sector with a central angle of n° is: S = nπr² ÷ 360.
2. There is another formula for the area of a sector: S = 1/2 lr, where l is the arc length and r is the radius. The arc length l = nπr ÷ 180
3. Generally, π is taken as 3.14."
2steps_46,testmini,"Cardinal Directions (East, South, West, North)","As shown in the diagram, Mike starts from point B, first goes directly north from B, then directly east from B, and finally returns to point B. The shape formed by the path he walks is ( ).",A. Triangle; B. Parallelogram; C. Square; D. Trapezoid; E. No correct answer,A,extracted_images/46-1.png,2steps_1,46,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_46,testmini,Perimeter of Triangles,"Mike starts from point B, first travels directly north from B, then directly east from B, and finally returns to point B. The path he takes forms a triangle. What is the perimeter of this triangle?  ",A. 12 km; B. 16 km; C. 15 km; D. 14 km; E. No correct answer,A,extracted_images/46-2.png,2steps_2,406,"Perimeter of Triangles:
1. The perimeter of a triangle is the sum of its three sides. Scalene triangle: C = a + b + c (where a, b, and c are the lengths of the three sides of the triangle).
2. Isosceles triangle: C = 2a + b (where a is the length of the equal sides, and b is the length of the base).
3. Equilateral triangle: C = 3a (where a is the length of any one side)."
2steps_46,testmini,"Cardinal Directions (East, South, West, North);Perimeter of Triangles","As shown in the diagram, Mike starts from point B, first goes directly north from B, then directly east from B, and finally returns to point B. The perimeter of the shape formed by the path he takes is ( ).",A. 12km; B. 16km; C. 15km; D. 14km; E. No correct answer,A,extracted_images/46-multi.png,2steps_multi,766,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction.
Perimeter of Triangles:
1. The perimeter of a triangle is the sum of its three sides. Scalene triangle: C = a + b + c (where a, b, and c are the lengths of the three sides of the triangle).
2. Isosceles triangle: C = 2a + b (where a is the length of the equal sides, and b is the length of the base).
3. Equilateral triangle: C = 3a (where a is the length of any one side)."
2steps_47,testmini,"Cardinal Directions (East, South, West, North)","In the diagram, the point south of point E is point ( ).",A. A; B. E; C. C; D. G; E. No correct answer,D,extracted_images/47-1.png,2steps_1,47,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
2steps_47,testmini,Describing Simple Routes Based on Direction and Distance,"Mike is standing at point A. To reach point G, which is south of point E, he should () (direction remains unchanged).","A. First walk 50m west, then 100m south; B. First walk 50m east, then 100m south; C. First walk 100m east, then 100m south; D. First walk 100m west, then 100m south; E. No correct answer",B,extracted_images/47-2.png,2steps_2,407,"Describing Simple Routes Based on Direction and Distance:
1. Determining Direction: Commonly used basic directions include east, west, south, and north, as well as intermediate directions such as southeast, southwest, northeast, and northwest. In teaching, the convention is to use ""up"" for north, ""down"" for south, ""left"" for west, and ""right"" for east to identify directions.
2. Determining Angles: Angles are used to describe the relative position between objects or the deviation of an object from a standard direction. For example, ""30 degrees west by north"" describes a direction 30 degrees to the left of due north.
3. Determining Distance: Distance refers to the straight-line length from one point to another. When describing a route, it is necessary to indicate how far to travel from the starting point along a certain direction.
4. Describing Routes: To describe a simple route, first determine the starting position, then describe the direction, angle, and distance from the starting point to the destination based on the actual path taken. For example, ""Starting from the school, walk 50 meters east to the traffic light, then walk 100 meters in a direction 45 degrees south by east to reach the library."""
